fpr,tpr,AUC
1.0,1.0,0.9797556629313595
1.0,1.0,0.9797556629313595
0.5620437956204379,0.9929577464788732,0.9797556629313595
0.0705596107055961,0.971830985915493,0.9797556629313595
0.00851581508515815,0.8591549295774648,0.9797556629313595
0.004866180048661801,0.5211267605633803,0.9797556629313595
0.004866180048661801,0.4647887323943662,0.9797556629313595
0.0006082725060827251,0.07746478873239436,0.9797556629313595
0.0,0.04225352112676056,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
0.0,0.0,0.9797556629313595
