load_time,1号发电单元系统状态,2号发电单元系统状态,3号发电单元系统状态,4号发电单元系统状态,1号发电单元故障等级,2号发电单元故障等级,3号发电单元故障等级,4号发电单元故障等级,1号发电单元故障码,2号发电单元故障码,3号发电单元故障码,4号发电单元故障码,系统输出总功率,系统输出总电流,系统输出总电压,系统状态,系统故障等级,1号发电单元输出功率,2号发电单元输出功率,3号发电单元输出功率,4号发电单元输出功率,1号发电单元输出电流,2号发电单元输出电流,3号发电单元输出电流,4号发电单元输出电流,1号发电单元输出电压,2号发电单元输出电压,3号发电单元输出电压,4号发电单元输出电压,氢气压力,1号DCDC状态,2号DCDC状态,3号DCDC状态,4号DCDC状态,系统启动次数,系统累计运行时间,1号发电单元启动次数,2号发电单元启动次数,3号发电单元启动次数,4号发电单元启动次数,1号发电单元累计运行时间,2号发电单元累计运行时间,3号发电单元累计运行时间,4号发电单元累计运行时间,1号发电单元输入氢气压强,2号发电单元输入氢气压强,3号发电单元输入氢气压强,4号发电单元输入氢气压强,1号发电单元输入空气压强,2号发电单元输入空气压强,3号发电单元输入空气压强,4号发电单元输入空气压强,1号发电单元空气出堆压强,2号发电单元空气出堆压强,3号发电单元空气出堆压强,4号发电单元空气出堆压强,1号发电单元空气出堆温度,2号发电单元空气出堆温度,3号发电单元空气出堆温度,4号发电单元空气出堆温度,空压机实时功率,1号发电单元内循环进堆温度,2号发电单元内循环进堆温度,3号发电单元内循环进堆温度,4号发电单元内循环进堆温度,1号发电单元内循环出堆温度,2号发电单元内循环出堆温度,3号发电单元内循环出堆温度,4号发电单元内循环出堆温度,发电单元内循环泵转速,发电单元内循环压力,外循环冷却水进水温度（总）,外循环冷却水出水温度（总）,外循环冷却水进水温度（电堆）,外循环冷却水出水温度（电堆）,外循环冷却水流量（总）,外循环冷却水流量（电堆）,外循环冷却水流量（空压机）,1号发电单元氢气出堆压强,2号发电单元氢气出堆压强,3号发电单元氢气出堆压强,4号发电单元氢气出堆压强,1号发电单元氢气入堆温度,2号发电单元氢气入堆温度,3号发电单元氢气入堆温度,4号发电单元氢气入堆温度,1号发电单元氢气出堆温度,2号发电单元氢气出堆温度,3号发电单元氢气出堆温度,4号发电单元氢气出堆温度,1号发电单元空气入堆温度,2号发电单元空气入堆温度,3号发电单元空气入堆温度,4号发电单元空气入堆温度,1号发电单元柜内氢浓度,2号发电单元柜内氢浓度,3号发电单元柜内氢浓度,4号发电单元柜内氢浓度
2024/12/12 15:25,5,5,5,5,0,0,0,0,0,0,0,0,441,679,659,0,0,108,114,108,112,168,173,167,172,642,659,646,649,0,0,0,0,0,679,13181,679,643,609,596,13098,13117,13181,13178,77,77,76,76,55,52,54,54,9,9,12,12,54,55,55,55,39,46,46,46,46,56,56,56,56,1257,88,34.3,40.7,45.8,53.6,58.6,47.7,10.9,211,211,211,211,53,47,54,56,0,0,0,0,41,44,42,42,0,0,0,0
2024/12/12 15:30,5,5,5,5,0,0,0,0,0,0,0,0,445,681,664,0,0,109,115,108,113,168,173,166,172,646,664,649,654,0,0,0,0,0,679,13186,679,643,609,596,13103,13122,13186,13183,75,75,76,77,55,52,54,54,9,9,12,12,57,57,57,57,40,49,49,49,49,59,59,59,59,1257,89,34.4,42.7,49.6,56.5,41.3,33.3,8,211,211,211,211,54,50,52,57,0,0,0,0,43,46,44,44,0,0,0,0
2024/12/12 15:35,5,5,5,5,0,0,0,0,0,0,0,0,445,679,664,0,0,109,114,108,112,168,172,167,171,646,664,650,652,0,0,0,0,0,679,13191,679,643,609,596,13108,13127,13191,13188,76,77,76,77,55,53,54,54,9,9,12,12,58,58,58,58,39,50,50,50,50,60,59,60,60,1257,86,34.4,43.5,50.6,57.6,40.2,32.2,8,211,211,211,211,55,51,53,58,0,0,0,0,44,47,45,45,0,0,0,0
2024/12/12 15:40,5,5,5,5,0,0,0,0,0,0,0,0,443,681,660,0,0,108,115,108,112,169,173,166,172,645,662,650,652,0,0,0,0,0,679,13196,679,643,609,596,13113,13132,13196,13193,77,77,75,76,55,53,54,54,9,9,13,12,58,58,58,58,40,50,50,50,50,60,59,60,60,1260,88,34.5,43.5,50.7,57.7,40.9,33,7.9,211,211,211,211,55,52,53,57,0,0,0,0,44,47,45,45,0,0,0,0
2024/12/12 15:45,5,5,5,5,0,0,0,0,0,0,0,0,444,680,660,0,0,109,114,108,111,168,173,166,171,648,661,651,653,0,0,0,0,0,679,13201,679,643,609,596,13118,13137,13201,13198,76,77,76,76,55,53,54,54,9,9,13,12,58,58,58,58,40,51,50,50,51,60,60,60,60,1260,87,34.8,43.8,50.9,57.9,41.6,33.6,8,211,211,211,211,51,52,51,57,0,0,0,0,44,48,45,45,0,0,0,0
2024/12/12 15:50,5,5,5,5,0,0,0,0,0,0,0,0,444,680,660,0,0,109,114,109,113,168,172,167,172,646,660,652,653,0,0,0,0,0,679,13206,679,643,609,596,13123,13142,13206,13203,76,79,76,78,55,53,54,54,9,9,13,12,58,58,58,58,39,51,51,50,51,60,60,60,60,1260,88,34.7,43.9,50.9,58,41.4,33.4,8,211,211,211,211,50,52,52,56,0,0,0,0,44,48,45,45,0,0,0,0
2024/12/12 15:55,5,5,5,5,0,0,0,0,0,0,0,0,442,679,660,0,0,108,114,108,112,168,173,167,171,644,660,650,653,0,0,0,0,0,679,13211,679,643,609,596,13128,13147,13211,13208,76,77,76,77,55,53,54,54,9,9,13,12,58,58,58,58,40,50,50,50,51,60,60,60,60,1260,88,34.4,43.6,50.8,57.9,40,32.1,7.9,211,211,211,211,50,52,52,55,0,0,0,0,44,48,45,45,0,0,0,0
2024/12/12 16:00,5,5,5,5,0,0,0,0,0,0,0,0,443,679,659,0,0,109,114,108,112,168,173,166,172,645,659,650,653,0,0,0,0,0,679,13216,679,643,609,596,13133,13152,13216,13213,75,78,76,76,55,53,54,54,9,9,13,12,57,58,58,58,39,50,50,50,50,59,59,59,59,1260,88,34.4,43.2,50.2,57.4,41.9,33.6,8.3,211,211,211,211,50,51,50,55,0,0,0,0,43,47,45,45,0,0,0,0
2024/12/12 16:05,5,5,5,5,0,0,0,0,0,0,0,0,238,323,741,0,0,58,60,56,60,77,81,76,81,739,743,739,741,0,0,0,0,0,679,13221,679,643,609,596,13138,13157,13221,13218,53,49,52,55,45,42,44,44,5,5,8,7,53,54,53,54,29,47,47,47,47,56,55,55,56,972,60,35.1,43,47.1,55.7,45.8,37.7,8.1,211,211,211,211,52,51,51,56,0,0,0,0,43,45,44,44,0,0,0,0
2024/12/12 16:15,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,38,0,0,0,0,0,0,-1,0,-1,0,38,29,2,2,0,0,0,0,0,679,13222,679,643,609,596,13140,13158,13222,13219,-34,-33,-6,-15,-19,-19,-3,-8,-21,-19,-4,-8,38,38,38,38,0,38,38,38,38,39,39,39,39,0,10,34.7,34.7,37.6,38.8,47.7,39,8.7,211,211,211,211,41,41,41,45,0,0,0,0,33,33,35,34,0,0,0,0
2024/12/12 16:20,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,16,0,0,0,0,0,0,-1,0,-1,0,16,13,2,1,0,0,0,0,0,679,13222,679,643,609,596,13140,13158,13222,13219,-31,-30,-7,-15,-21,-21,-4,-11,-23,-20,-5,-10,36,36,36,36,0,37,37,37,38,39,38,39,39,0,10,34.6,34.4,37.5,37.1,48.2,39.4,8.8,211,211,211,211,38,38,38,41,0,0,0,0,31,32,33,33,0,0,0,0
2024/12/12 16:25,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,8,0,0,0,0,0,0,-1,0,-1,0,8,8,2,1,0,0,0,0,0,679,13222,679,643,609,596,13140,13158,13222,13219,-29,-28,-8,-15,-22,-21,-5,-12,-24,-21,-6,-12,34,34,34,35,0,37,37,37,37,38,38,38,38,0,10,34.5,34.4,37.3,36,48.7,39.9,8.8,211,211,211,211,36,36,36,38,0,0,0,0,30,31,32,32,0,0,0,0
2024/12/12 16:30,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,5,0,0,0,0,0,0,-1,0,-1,0,4,5,2,2,0,0,0,0,0,679,13222,679,643,609,596,13140,13158,13222,13219,-28,-26,-9,-15,-23,-21,-6,-13,-25,-21,-7,-13,33,33,33,33,0,37,37,37,37,38,37,38,38,0,10,34.5,34.4,37.1,35.4,48.7,39.9,8.8,211,211,211,211,35,35,35,36,0,0,0,0,29,30,31,31,0,0,0,0
2024/12/12 16:35,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,4,0,0,0,0,0,0,-1,0,-1,0,2,4,2,2,0,0,0,0,0,679,13222,679,643,609,596,13140,13158,13222,13219,-27,-25,-9,-16,-24,-21,-7,-14,-25,-20,-8,-14,31,31,31,32,0,36,36,36,37,37,37,37,37,0,10,34.6,34.4,37,35,48.8,40,8.8,211,211,211,211,33,33,33,35,0,0,0,0,29,29,30,30,0,0,0,0
2024/12/12 16:40,5,5,5,5,0,0,0,0,1,0,0,0,182,248,735,0,0,44,47,44,47,60,64,60,64,731,735,735,735,0,0,0,0,0,680,13227,680,644,610,597,13144,13163,13227,13224,46,45,47,45,36,34,36,35,1,1,3,3,41,41,41,41,23,37,37,37,37,43,42,42,43,840,54,34,36.9,36.9,40.4,48.4,39.4,9,211,211,211,211,46,38,42,47,0,0,0,0,31,33,32,32,0,0,0,0
2024/12/12 16:45,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,88,0,0,0,0,0,0,-1,0,-1,0,7,89,9,9,0,0,0,0,0,680,13229,680,644,610,597,13146,13165,13229,13226,-2,-62,-1,-14,-1,-17,0,-5,-3,-17,-2,-5,37,38,37,38,0,37,36,36,37,37,37,37,37,0,10,34.7,34.6,35.9,37,49.1,39.9,9.2,211,211,211,211,44,42,41,45,0,0,0,0,30,31,31,31,0,0,0,0
2024/12/12 16:50,5,5,5,5,0,0,0,0,0,0,0,0,134,180,759,0,0,32,36,33,37,44,48,43,49,754,756,753,753,0,0,0,0,0,681,13233,681,645,611,598,13151,13169,13233,13230,46,42,45,42,36,34,35,35,1,1,3,3,37,38,37,38,23,37,36,36,37,39,38,38,39,810,52,34.7,36,36.1,37.6,49.1,40.1,9,211,211,211,211,48,45,47,51,0,0,0,0,29,29,30,30,0,0,0,0
2024/12/12 16:55,5,5,5,5,0,0,0,0,0,0,0,0,371,553,680,0,0,91,96,90,94,136,141,134,140,669,680,668,668,0,0,0,0,0,681,13238,681,645,611,598,13156,13174,13238,13235,64,63,64,65,45,42,44,43,3,4,7,6,51,51,51,52,29,44,44,44,44,53,53,53,54,1104,76,34.6,40.2,44,50.5,47.5,38.2,9.3,211,211,211,211,47,47,48,49,0,0,0,0,39,41,41,40,0,0,0,0
2024/12/12 17:00,5,5,5,5,0,0,0,0,0,0,0,0,443,680,661,0,0,109,114,108,112,168,173,167,172,650,662,648,649,0,0,0,0,0,681,13243,681,645,611,598,13161,13179,13243,13240,77,76,77,81,56,53,55,55,9,9,13,13,56,57,57,57,40,49,49,49,49,58,58,58,58,1245,87,34.3,42.3,48.7,56,47.7,38.8,8.9,211,211,211,211,55,50,54,57,0,0,0,0,43,46,45,45,0,0,0,0
2024/12/12 17:05,5,5,5,5,0,0,0,0,0,0,0,0,442,679,661,0,0,109,115,108,112,168,173,167,172,647,663,647,649,0,0,0,0,0,681,13248,681,645,611,598,13166,13184,13248,13245,77,75,75,75,56,53,55,54,9,9,13,12,56,57,57,57,40,49,48,48,49,58,58,58,58,1248,88,34.3,41.5,48.7,56.2,47.9,38.5,9.4,211,211,211,211,55,49,56,59,0,0,0,0,43,46,45,45,0,0,0,0
2024/12/12 17:10,5,5,5,5,0,0,0,0,0,0,0,0,441,678,662,0,0,108,114,107,112,168,172,166,172,644,662,647,648,0,0,0,0,0,681,13253,681,645,611,598,13171,13189,13253,13250,76,77,77,76,56,53,55,54,9,9,13,12,56,56,56,57,40,48,48,48,48,58,58,58,58,1248,88,34.3,41.9,48.1,55.6,52.4,42.8,9.6,211,211,211,211,55,49,54,60,0,0,0,0,43,46,45,45,0,0,0,0
2024/12/12 17:15,5,5,5,5,0,0,0,0,0,0,0,0,441,677,663,0,0,108,114,108,111,167,172,167,171,648,663,647,648,0,0,0,0,0,681,13258,681,645,611,598,13176,13194,13258,13255,76,76,76,78,56,53,55,55,9,10,13,12,56,56,56,56,40,48,48,48,48,58,58,58,58,1248,87,34.3,41.6,47.9,55.5,49.3,39.6,9.7,210,210,210,210,56,51,55,61,0,0,0,0,43,46,45,44,0,0,0,0
2024/12/12 17:20,5,5,5,5,0,0,0,0,0,0,0,0,442,678,661,0,0,108,114,108,112,168,172,167,172,647,660,647,649,0,0,0,0,0,681,13263,681,645,611,598,13181,13199,13263,13260,78,76,78,78,56,53,55,55,9,10,13,13,56,56,56,56,40,48,48,48,48,58,58,58,58,1248,88,34.3,41.7,47.9,55.5,50.5,40.7,9.8,211,211,211,211,56,49,55,61,0,0,0,0,42,46,44,44,0,0,0,0
2024/12/12 17:25,5,5,5,5,0,0,0,0,0,0,0,0,442,680,661,0,0,109,115,107,112,168,173,166,172,645,661,648,649,0,0,0,0,0,681,13268,681,645,611,598,13186,13204,13268,13265,76,78,76,75,56,53,55,54,9,9,13,12,56,57,57,57,40,49,48,48,49,58,58,58,58,1248,88,34.3,42,48.5,56,46,36.8,9.2,211,211,211,211,56,51,55,61,0,0,0,0,43,46,45,45,0,0,0,0
2024/12/12 17:30,5,5,5,5,0,0,0,0,0,0,0,0,440,679,659,0,0,108,113,107,112,168,171,166,173,644,658,644,647,0,0,0,0,0,681,13273,681,645,611,598,13191,13209,13273,13270,76,76,75,76,55,53,54,54,9,9,12,12,55,55,55,55,40,47,46,46,47,57,56,56,57,1248,88,34.2,40.9,46.2,54.1,57.8,46.5,11.3,210,210,210,210,56,49,55,60,0,0,0,0,41,45,44,43,0,0,0,0
2024/12/12 17:35,5,5,5,5,0,0,0,0,0,0,0,0,440,680,658,0,0,108,114,107,111,167,173,166,172,644,658,645,647,0,0,0,0,0,681,13278,681,645,611,598,13196,13214,13278,13275,76,76,75,76,55,53,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,87,34.3,40.9,46.5,54.1,58.4,47.1,11.3,211,211,211,211,56,47,55,60,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 17:40,5,5,5,5,0,0,0,0,0,0,0,0,439,678,659,0,0,108,113,107,111,168,172,167,172,644,659,644,648,0,0,0,0,0,681,13283,681,645,611,598,13201,13219,13283,13280,76,78,76,77,55,53,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,89,34.3,41,46.3,54.2,57.1,45.8,11.3,210,210,210,210,56,48,55,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 17:45,5,5,5,5,0,0,0,0,0,0,0,0,440,679,659,0,0,108,113,107,111,167,172,167,172,645,660,643,648,0,0,0,0,0,681,13288,681,645,611,598,13206,13224,13288,13285,77,77,76,78,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,88,34.4,40.9,46.4,54.4,59.1,47.8,11.3,211,211,211,211,56,48,55,60,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 17:50,5,5,5,5,0,0,0,0,0,0,0,0,441,678,661,0,0,108,114,107,112,168,172,167,172,646,661,644,648,0,0,0,0,0,681,13293,681,645,611,598,13211,13229,13293,13290,76,77,77,75,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,89,34.4,40.8,46.4,54.2,59.6,48.3,11.3,211,211,211,211,56,50,56,60,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 17:55,5,5,5,5,0,0,0,0,0,0,0,0,440,679,661,0,0,108,114,107,112,168,172,167,172,645,661,643,647,0,0,0,0,0,681,13298,681,645,611,598,13216,13234,13298,13295,76,76,75,78,55,52,54,54,9,9,13,12,55,55,55,55,40,47,47,46,47,57,56,57,57,1248,88,34.5,41.3,46.3,54.5,55.6,44.3,11.3,210,210,210,210,56,49,56,60,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 18:00,5,5,5,5,0,0,0,0,0,0,0,0,441,680,660,0,0,108,114,107,112,168,173,166,173,644,660,645,647,0,0,0,0,0,681,13303,681,645,611,598,13221,13239,13303,13300,77,77,75,76,55,52,54,54,9,9,13,12,55,55,55,55,40,47,47,47,47,57,56,57,57,1248,89,34.4,41.1,46.4,54.3,56.7,45.4,11.3,210,210,210,210,57,48,56,60,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 18:05,5,5,5,5,0,0,0,0,0,0,0,0,441,679,661,0,0,108,114,107,111,168,173,166,171,644,660,644,648,0,0,0,0,0,681,13308,681,645,611,598,13226,13244,13308,13305,75,77,76,74,55,52,54,54,9,9,13,12,55,55,55,55,39,47,47,47,47,57,56,57,57,1248,88,34.6,41.3,46.6,54.3,59.6,48.2,11.4,210,210,210,210,57,48,56,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:10,5,5,5,5,0,0,0,0,0,0,0,0,441,680,659,0,0,108,114,108,112,168,173,167,172,644,660,644,649,0,0,0,0,0,681,13313,681,645,611,598,13231,13249,13313,13310,76,76,77,76,55,52,54,54,9,9,13,12,55,55,55,56,40,47,47,47,47,57,57,57,57,1248,88,34.9,41.2,46.7,54.7,61.5,50.2,11.3,211,211,211,211,57,49,56,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:15,5,5,5,5,0,0,0,0,0,0,0,0,440,676,661,0,0,108,114,107,111,167,172,166,171,643,661,645,649,0,0,0,0,0,681,13318,681,645,611,598,13236,13254,13318,13315,77,77,76,75,55,52,54,54,9,9,13,12,55,56,56,56,40,47,47,47,47,57,57,57,57,1248,88,34.9,41.7,47.1,54.7,57.5,46.2,11.3,211,211,211,211,57,47,57,61,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:20,5,5,5,5,0,0,0,0,0,0,0,0,441,679,661,0,0,108,114,107,111,167,173,166,171,644,661,644,648,0,0,0,0,0,681,13323,681,645,611,598,13241,13259,13323,13320,75,78,77,77,55,52,54,54,9,9,13,12,55,56,56,56,40,47,47,47,47,57,57,57,57,1248,87,35.2,41.8,47.1,54.8,57.8,46.5,11.3,211,211,211,211,57,48,54,61,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:25,5,5,5,5,0,0,0,0,0,0,0,0,440,678,660,0,0,108,114,107,111,167,172,167,171,643,661,642,647,0,0,0,0,0,681,13328,681,645,611,598,13246,13264,13328,13325,78,76,77,77,55,52,54,54,9,9,13,12,55,55,55,55,39,47,46,46,47,57,56,57,57,1248,89,35.2,41.3,46.3,54.3,65.3,52.9,12.4,210,210,210,210,57,48,56,61,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 18:30,5,5,5,5,0,0,0,0,0,0,0,0,441,678,661,0,0,108,114,107,112,168,172,166,172,644,661,643,648,0,0,0,0,0,681,13333,681,645,611,598,13251,13269,13333,13330,75,77,77,77,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,56,57,1248,88,35.2,41.1,46.2,54.2,64.3,51.9,12.4,211,211,211,211,57,47,57,60,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 18:35,5,5,5,5,0,0,0,0,0,0,0,0,439,678,659,0,0,108,114,107,111,168,172,166,171,643,659,643,647,0,0,0,0,0,681,13338,681,645,611,598,13256,13274,13338,13335,76,76,76,79,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,88,35.2,41.4,46.3,54.2,63.7,51.3,12.4,211,211,211,211,57,47,57,60,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 18:40,5,5,5,5,0,0,0,0,0,0,0,0,440,677,660,0,0,108,114,107,111,167,173,167,171,643,661,644,647,0,0,0,0,0,681,13343,681,645,611,598,13261,13279,13343,13340,76,75,75,76,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,88,35.3,41.4,46.4,54.2,64.2,51.8,12.4,210,210,210,210,57,50,57,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:45,5,5,5,5,0,0,0,0,0,0,0,0,440,679,661,0,0,108,114,107,111,168,173,166,172,644,661,645,647,0,0,0,0,0,681,13348,681,645,611,598,13266,13284,13348,13345,77,76,77,75,55,52,54,54,9,9,13,13,55,55,55,55,40,47,47,47,47,57,56,57,57,1248,89,35.5,41.4,46.6,54.3,64.6,52.1,12.5,211,211,211,211,57,50,57,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:50,5,5,5,5,0,0,0,0,0,0,0,0,440,678,663,0,0,108,114,107,111,168,172,166,172,644,663,643,648,0,0,0,0,0,681,13353,681,645,611,598,13271,13289,13353,13350,76,78,78,77,55,52,54,54,9,9,13,12,55,55,55,56,40,47,47,47,47,57,57,57,57,1248,89,35.9,42.1,46.5,54.6,64.3,51.8,12.5,211,211,211,211,57,51,57,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 18:55,5,5,5,5,0,0,0,0,0,0,0,0,441,678,661,0,0,108,114,107,112,167,173,167,173,646,661,645,648,0,0,0,0,0,681,13358,681,645,611,598,13276,13294,13358,13355,77,76,75,79,55,52,54,54,9,9,13,12,55,55,55,56,40,47,47,47,47,57,57,57,57,1248,89,35.7,41.9,46.7,54.5,66,53.6,12.4,210,210,210,210,57,48,57,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 19:00,5,5,5,5,0,0,0,0,0,0,0,0,440,680,660,0,0,108,114,107,111,168,173,167,171,644,660,643,648,0,0,0,0,0,681,13363,681,645,611,598,13281,13299,13363,13360,78,78,77,77,55,52,54,54,9,9,13,12,55,55,55,56,40,47,47,47,47,57,57,57,57,1248,88,35.7,41.8,46.7,54.6,65.8,53.4,12.4,210,210,210,210,57,49,57,60,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 19:05,5,5,5,5,0,0,0,0,0,0,0,0,440,679,662,0,0,108,114,107,111,168,172,167,172,644,662,642,647,0,0,0,0,0,681,13368,681,645,611,598,13286,13304,13368,13365,75,74,77,78,55,52,54,54,9,9,13,12,55,55,55,56,40,47,47,47,47,57,57,57,57,1248,88,35.8,41.7,46.8,54.6,64.7,52.3,12.4,210,210,210,210,57,48,57,60,0,0,0,0,43,45,44,44,0,0,0,0
2024/12/12 19:10,5,5,5,5,0,0,0,0,0,0,0,0,440,678,662,0,0,108,114,107,111,168,172,166,171,643,662,644,648,0,0,0,0,0,681,13373,681,645,611,598,13291,13309,13373,13370,76,76,76,75,55,52,54,54,9,9,13,12,55,55,55,55,39,47,47,47,47,57,56,57,57,1248,89,35.5,41.5,46.4,54.4,63.9,51.4,12.5,210,210,210,210,57,48,57,59,0,0,0,0,42,45,43,44,0,0,0,0
2024/12/12 19:15,5,5,5,5,0,0,0,0,0,0,0,0,441,679,661,0,0,108,114,107,112,168,173,166,173,643,661,643,647,0,0,0,0,0,681,13378,681,645,611,598,13296,13314,13378,13375,75,76,78,76,55,52,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,88,35.3,41.2,46.3,54.2,65.5,53.1,12.4,211,211,211,211,57,48,57,59,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 19:20,5,5,5,5,0,0,0,0,0,0,0,0,441,679,660,0,0,108,114,107,111,168,172,166,171,643,660,643,648,0,0,0,0,0,681,13383,681,645,611,598,13301,13319,13383,13380,75,76,76,77,55,53,54,54,9,9,13,13,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,89,35.2,41.4,46.4,54.2,63.8,51.2,12.6,210,210,210,210,57,48,57,59,0,0,0,0,42,45,43,44,0,0,0,0
2024/12/12 19:25,5,5,5,5,0,0,0,0,0,0,0,0,440,680,661,0,0,108,114,107,111,168,173,167,172,644,660,642,648,0,0,0,0,0,681,13388,681,645,611,598,13306,13324,13388,13385,77,73,77,77,55,52,54,54,9,9,13,13,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,88,35.3,41.4,46.3,54.2,65.1,52.7,12.4,211,211,211,211,57,46,57,59,0,0,0,0,42,45,43,44,0,0,0,0
2024/12/12 19:30,5,5,5,5,0,0,0,0,0,0,0,0,440,677,661,0,0,108,114,107,111,168,172,166,171,644,661,643,647,0,0,0,0,0,681,13393,681,645,611,598,13311,13329,13393,13390,77,77,76,77,55,53,54,54,9,9,13,12,55,55,55,55,40,47,46,46,47,57,56,57,57,1248,89,35.2,41.9,46.2,53.7,63.8,51.4,12.4,211,211,211,211,57,48,57,59,0,0,0,0,42,45,44,44,0,0,0,0
2024/12/12 19:35,5,5,5,5,0,0,0,0,0,0,0,0,439,678,658,0,0,108,114,107,111,169,173,167,172,643,662,643,646,0,0,0,0,0,681,13398,681,645,611,598,13316,13334,13398,13395,76,76,77,77,55,53,54,54,9,9,13,13,55,55,55,55,40,47,47,46,47,57,56,57,57,1248,88,35.5,41.4,46.2,54.3,65.9,53.5,12.4,211,211,211,211,57,48,57,59,0,0,0,0,42,45,43,44,0,0,0,0
2024/12/12 19:40,5,5,5,5,0,0,0,0,0,0,0,0,440,678,660,0,0,108,114,107,111,168,173,167,172,644,660,643,647,0,0,0,0,0,681,13403,681,645,611,598,13321,13339,13403,13400,77,77,76,77,55,53,54,54,9,9,13,13,55,55,55,55,40,46,46,46,47,57,56,56,57,1248,88,35.1,41.3,46.2,54.1,63.5,51.1,12.4,211,211,211,211,57,48,57,59,0,0,0,0,42,45,44,43,0,0,0,0
2024/12/12 19:45,5,5,5,5,0,0,0,0,0,0,0,0,440,679,660,0,0,108,114,107,111,168,172,167,172,644,660,643,647,0,0,0,0,0,681,13408,681,645,611,598,13326,13344,13408,13405,76,77,76,78,55,53,54,54,9,9,13,12,55,55,55,55,40,46,46,46,46,57,56,56,57,1248,88,35.1,41.1,46,54.3,61.3,49,12.3,211,211,211,211,57,49,57,59,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 19:50,5,5,5,5,0,0,0,0,0,0,0,0,441,678,660,0,0,108,114,107,112,167,172,167,172,643,660,642,647,0,0,0,0,0,681,13413,681,645,611,598,13331,13349,13413,13410,76,76,77,78,55,53,54,54,9,10,13,12,55,55,55,55,40,46,46,46,46,57,56,56,57,1248,88,35.1,41.1,46,54,66.8,54.4,12.4,210,210,210,210,57,50,57,59,0,0,0,0,42,45,43,43,0,0,0,0
2024/12/12 19:55,5,5,5,5,0,0,0,0,0,0,0,0,440,680,660,0,0,108,114,107,111,168,173,167,172,643,660,643,647,0,0,0,0,0,681,13418,681,645,611,598,13336,13354,13418,13415,76,79,75,75,55,52,54,54,9,9,13,13,55,55,55,55,40,46,46,46,46,57,56,56,57,1248,90,35,41.1,46.1,54,64.9,52.5,12.4,211,211,211,211,57,49,57,59,0,0,0,0,42,44,43,43,0,0,0,0
2024/12/12 20:00,5,5,5,5,0,0,0,0,0,0,0,0,440,677,660,0,0,108,114,107,111,167,172,166,172,644,660,641,646,0,0,0,0,0,681,13423,681,645,611,598,13341,13359,13423,13420,75,76,77,77,55,52,54,54,9,9,13,12,54,55,55,55,40,46,46,46,46,57,56,56,57,1248,90,34.9,40.8,45.9,54,65.5,53,12.5,210,210,210,210,57,47,57,59,0,0,0,0,42,44,43,43,0,0,0,0
2024/12/12 20:05,5,5,5,5,0,0,0,0,0,0,0,0,440,679,658,0,0,108,114,107,112,168,173,166,173,642,658,643,646,0,0,0,0,0,681,13428,681,645,611,598,13346,13364,13428,13425,75,77,79,79,55,52,54,54,9,9,13,13,54,55,55,55,40,46,46,46,46,56,56,56,57,1248,88,35,40.4,45.9,53.7,67,54.5,12.5,210,210,210,210,57,48,57,59,0,0,0,0,42,44,43,43,0,0,0,0
