load_time,1号发电单元系统状态,2号发电单元系统状态,3号发电单元系统状态,4号发电单元系统状态,1号发电单元故障等级,2号发电单元故障等级,3号发电单元故障等级,4号发电单元故障等级,1号发电单元故障码,2号发电单元故障码,3号发电单元故障码,4号发电单元故障码,系统输出总功率,系统输出总电流,系统输出总电压,系统状态,系统故障等级,1号发电单元输出功率,2号发电单元输出功率,3号发电单元输出功率,4号发电单元输出功率,1号发电单元输出电流,2号发电单元输出电流,3号发电单元输出电流,4号发电单元输出电流,1号发电单元输出电压,2号发电单元输出电压,3号发电单元输出电压,4号发电单元输出电压,氢气压力,1号DCDC状态,2号DCDC状态,3号DCDC状态,4号DCDC状态,系统启动次数,系统累计运行时间,1号发电单元启动次数,2号发电单元启动次数,3号发电单元启动次数,4号发电单元启动次数,1号发电单元累计运行时间,2号发电单元累计运行时间,3号发电单元累计运行时间,4号发电单元累计运行时间,1号发电单元输入氢气压强,2号发电单元输入氢气压强,3号发电单元输入氢气压强,4号发电单元输入氢气压强,1号发电单元输入空气压强,2号发电单元输入空气压强,3号发电单元输入空气压强,4号发电单元输入空气压强,1号发电单元空气出堆压强,2号发电单元空气出堆压强,3号发电单元空气出堆压强,4号发电单元空气出堆压强,1号发电单元空气出堆温度,2号发电单元空气出堆温度,3号发电单元空气出堆温度,4号发电单元空气出堆温度,空压机实时功率,1号发电单元内循环进堆温度,2号发电单元内循环进堆温度,3号发电单元内循环进堆温度,4号发电单元内循环进堆温度,1号发电单元内循环出堆温度,2号发电单元内循环出堆温度,3号发电单元内循环出堆温度,4号发电单元内循环出堆温度,发电单元内循环泵转速,发电单元内循环压力,外循环冷却水进水温度（总）,外循环冷却水出水温度（总）,外循环冷却水进水温度（电堆）,外循环冷却水出水温度（电堆）,外循环冷却水流量（总）,外循环冷却水流量（电堆）,外循环冷却水流量（空压机）,1号发电单元氢气出堆压强,2号发电单元氢气出堆压强,3号发电单元氢气出堆压强,4号发电单元氢气出堆压强,1号发电单元氢气入堆温度,2号发电单元氢气入堆温度,3号发电单元氢气入堆温度,4号发电单元氢气入堆温度,1号发电单元氢气出堆温度,2号发电单元氢气出堆温度,3号发电单元氢气出堆温度,4号发电单元氢气出堆温度,1号发电单元空气入堆温度,2号发电单元空气入堆温度,3号发电单元空气入堆温度,4号发电单元空气入堆温度,1号发电单元柜内氢浓度,2号发电单元柜内氢浓度,3号发电单元柜内氢浓度,4号发电单元柜内氢浓度
2024/12/1 0:00,5,5,5,5,0,0,0,0,0,0,0,0,109,141,775,0,0,30,27,24,28,37,36,31,36,752,775,768,770,0,0,0,0,0,623,2862,623,573,554,540,2856,2861,2862,2862,41,43,44,44,34,33,34,35,0,0,2,2,36,36,36,37,23,34,34,34,34,37,37,37,38,810,53,31.9,33.3,33.6,36.1,62.6,50.9,11.7,210,210,210,210,60,59,59,58,0,0,0,0,29,29,30,29,0,0,0,0
2024/12/1 0:05,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,62,0,0,0,0,0,0,-1,0,-1,0,18,62,16,15,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-44,-67,4,-8,-13,-17,-6,-7,-13,-16,-7,-7,34,34,34,34,0,33,33,33,33,33,33,33,33,0,11,31.8,31.8,32.4,32.7,62.5,50.7,11.8,211,211,211,211,57,58,57,57,0,0,0,0,28,28,30,29,0,0,0,0
2024/12/1 0:10,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,35,0,0,0,0,0,0,-1,0,-1,0,3,35,4,3,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-40,-55,-10,-16,-17,-22,0,-4,-17,-22,-1,-4,34,34,34,34,0,33,33,33,33,33,33,33,34,0,11,31.9,31.8,32.3,32.7,62.8,51.4,11.4,210,210,210,210,52,53,53,52,0,0,0,0,29,30,31,30,0,0,0,0
2024/12/1 0:15,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,25,0,0,0,0,0,0,-1,0,-1,0,2,25,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-36,-46,-10,-15,-21,-25,-2,-6,-21,-24,-3,-6,34,34,33,34,0,33,33,33,33,33,33,33,33,0,10,31.9,31.8,32.2,32.5,62.8,51.4,11.4,210,210,210,210,49,49,49,48,0,0,0,0,30,30,32,31,0,0,0,0
2024/12/1 0:20,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,35,0,0,0,0,0,0,-1,0,-1,0,2,35,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-33,-39,-9,-14,-23,-16,-3,-8,-24,-15,-4,-8,34,33,33,34,0,33,33,33,33,33,33,33,33,0,10,31.9,31.9,32.1,32.1,62.9,51.5,11.4,211,211,211,211,46,46,46,45,0,0,0,0,31,31,32,32,0,0,0,0
2024/12/1 0:25,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,15,0,0,0,0,0,0,-1,0,-1,0,3,15,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-31,-33,-9,-14,-24,-19,-5,-9,-25,-18,-6,-9,33,33,33,33,0,33,33,33,33,33,33,33,33,0,10,31.7,31.7,32,31.9,62.7,51.3,11.4,210,210,210,210,43,44,43,43,0,0,0,0,31,31,32,32,0,0,0,0
2024/12/1 0:30,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,9,0,0,0,0,0,0,-1,0,-1,0,3,9,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-30,-30,-10,-14,-25,-20,-6,-10,-26,-19,-7,-10,33,32,32,33,0,33,33,33,33,33,33,33,33,0,11,31.6,31.6,31.8,31.7,63,51.5,11.5,210,210,210,210,41,41,41,40,0,0,0,0,31,31,32,32,0,0,0,0
2024/12/1 0:35,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,5,0,0,0,0,0,0,-1,0,-1,0,3,5,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-28,-28,-10,-14,-16,-21,-7,-11,-17,-20,-8,-11,32,32,32,32,0,33,33,33,33,33,33,33,33,0,11,31.6,31.6,31.7,31.4,63.2,51.7,11.5,211,211,211,211,39,39,39,38,0,0,0,0,31,31,32,32,0,0,0,0
2024/12/1 0:40,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,4,0,0,0,0,0,0,-1,0,-1,0,2,4,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-26,-27,-10,-14,-19,-21,-8,-12,-19,-20,-9,-12,32,31,31,32,0,33,33,33,33,33,32,33,33,0,11,31.6,31.5,31.5,31.2,63.4,51.9,11.5,211,211,211,211,37,38,38,37,0,0,0,0,31,31,31,31,0,0,0,0
2024/12/1 0:45,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,2,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-25,-11,-15,-20,-21,-8,-13,-21,-20,-10,-13,31,31,31,31,0,33,33,33,33,33,32,33,33,0,10,31.6,31.5,31.4,30.9,62.9,51.5,11.4,211,211,211,211,36,36,36,36,0,0,0,0,30,30,31,31,0,0,0,0
2024/12/1 0:50,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-25,-11,-15,-21,-21,-9,-14,-22,-20,-10,-14,31,30,30,31,0,33,33,32,33,33,32,32,33,0,10,31.4,31.4,31.2,30.7,63.3,51.8,11.5,211,211,211,211,35,35,35,34,0,0,0,0,30,30,31,31,0,0,0,0
2024/12/1 0:55,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,0,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-24,-12,-16,-22,-21,-10,-14,-22,-20,-11,-14,30,30,29,30,0,33,32,32,33,32,32,32,32,0,11,31.4,31.3,31.1,30.5,63.1,51.7,11.4,210,210,210,210,34,34,34,33,0,0,0,0,30,30,30,30,0,0,0,0
2024/12/1 1:00,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,4,0,0,0,0,0,0,-1,0,-1,0,3,0,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-23,-13,-16,-23,-20,-11,-15,-23,-19,-12,-15,30,29,29,29,0,32,32,32,32,32,32,32,32,0,10,31.3,31.5,30.9,30.2,63.2,51.7,11.5,211,211,211,211,33,33,33,32,0,0,0,0,29,29,30,30,0,0,0,0
2024/12/1 1:05,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,4,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-23,-13,-17,-23,-20,-11,-15,-23,-19,-12,-15,29,29,29,29,0,32,32,32,32,32,31,32,32,0,11,31.2,31.3,30.7,29.9,63,51.6,11.4,211,211,211,211,32,32,32,32,0,0,0,0,29,29,29,29,0,0,0,0
2024/12/1 1:10,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,4,0,0,0,0,0,0,-1,0,-1,0,3,0,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-23,-14,-17,-23,-20,-12,-16,-24,-19,-13,-16,29,28,28,29,0,32,32,32,32,32,31,31,32,0,10,31.2,31.2,30.5,29.7,63.2,51.8,11.4,211,211,211,211,31,31,31,31,0,0,0,0,29,29,29,29,0,0,0,0
2024/12/1 1:15,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-22,-14,-18,-24,-20,-13,-16,-24,-19,-14,-16,28,28,28,28,0,32,32,31,32,31,31,31,31,0,11,31.1,31.1,30.3,29.4,63.2,51.7,11.5,211,211,211,211,30,30,30,30,0,0,0,0,28,28,29,29,0,0,0,0
2024/12/1 1:20,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,0,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-22,-15,-18,-24,-19,-13,-17,-24,-18,-14,-17,28,28,28,28,0,31,31,31,32,31,31,31,31,0,10,31.1,31,30.1,29.2,63.1,51.7,11.4,211,211,211,211,29,30,29,29,0,0,0,0,28,28,28,28,0,0,0,0
2024/12/1 1:25,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-21,-15,-19,-24,-19,-14,-17,-25,-18,-15,-17,28,27,27,28,0,31,31,31,31,31,30,31,31,0,10,31,31,30,29,63.1,51.6,11.5,211,211,211,211,29,29,29,29,0,0,0,0,28,28,28,28,0,0,0,0
2024/12/1 1:30,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-25,-21,-16,-19,-25,-19,-14,-18,-25,-18,-15,-18,27,27,27,27,0,31,31,31,31,30,30,30,31,0,10,31,31.1,29.8,28.8,63,51.6,11.4,211,211,211,211,29,29,28,28,0,0,0,0,27,28,28,28,0,0,0,0
2024/12/1 1:35,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-26,-21,-16,-19,-25,-19,-15,-18,-25,-18,-16,-18,27,27,27,27,0,30,30,30,31,30,30,30,30,0,10,30.9,30.9,29.6,28.6,63.2,51.8,11.4,211,211,211,211,28,28,28,28,0,0,0,0,27,27,27,28,0,0,0,0
2024/12/1 1:40,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,3,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-26,-20,-17,-20,-25,-18,-16,-19,-25,-17,-16,-19,27,26,26,27,0,30,30,30,30,30,30,30,30,0,10,30.8,30.8,29.4,28.3,63.2,51.6,11.6,211,211,211,211,28,28,28,28,0,0,0,0,27,27,27,27,0,0,0,0
2024/12/1 1:45,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,2,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-26,-20,-17,-20,-25,-18,-16,-19,-26,-17,-17,-19,26,26,26,26,0,30,30,30,30,29,29,30,30,0,10,30.8,30.8,29.2,28.1,63.1,51.6,11.5,211,211,211,211,27,27,27,27,0,0,0,0,26,27,27,27,0,0,0,0
2024/12/1 1:50,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,9,0,0,0,0,0,0,-1,0,-1,0,9,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-24,-20,-18,-20,-15,-18,-16,-20,-15,-17,-17,-20,26,26,26,26,0,30,30,30,30,29,29,29,29,0,10,30.7,30.7,29,27.9,63,51.6,11.4,210,210,210,210,27,27,27,27,0,0,0,0,26,26,26,27,0,0,0,0
2024/12/1 1:55,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,2,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-20,-18,-21,-17,-18,-17,-20,-17,-17,-18,-20,26,25,25,26,0,29,29,29,30,29,29,29,29,0,10,30.6,30.7,28.9,27.7,62.8,51.4,11.4,211,211,211,211,27,27,26,26,0,0,0,0,26,26,26,26,0,0,0,0
2024/12/1 2:00,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-19,-18,-21,-18,-17,-17,-20,-18,-16,-18,-20,25,25,25,25,0,29,29,29,29,29,29,29,29,0,10,30.7,30.6,28.7,27.5,63.1,51.6,11.5,211,211,211,211,26,26,26,26,0,0,0,0,26,26,26,26,0,0,0,0
2024/12/1 2:05,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-19,-19,-21,-19,-17,-18,-21,-19,-16,-19,-21,25,25,25,25,0,29,29,29,29,28,29,29,29,0,10,30.7,30.6,28.6,27.3,63,51.6,11.4,211,211,211,211,26,26,26,26,0,0,0,0,25,25,25,26,0,0,0,0
2024/12/1 2:10,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-19,-19,-21,-19,-17,-18,-21,-20,-16,-19,-21,25,25,24,25,0,29,29,29,29,28,28,28,28,0,10,30.6,30.6,28.4,27.1,63,51.6,11.4,211,211,211,211,26,26,25,25,0,0,0,0,25,25,25,25,0,0,0,0
2024/12/1 2:15,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-18,-20,-22,-20,-17,-19,-21,-20,-16,-20,-21,25,24,24,25,0,28,28,28,29,28,28,28,28,0,10,30.6,30.6,28.2,26.9,63.1,51.7,11.4,211,211,211,211,25,25,25,25,0,0,0,0,25,25,25,25,0,0,0,0
2024/12/1 2:20,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-18,-20,-22,-20,-17,-19,-22,-20,-16,-20,-22,24,24,24,24,0,28,28,28,28,28,28,28,28,0,11,30.6,30.6,28,26.7,63.1,51.6,11.5,211,211,211,211,25,25,25,25,0,0,0,0,24,24,24,25,0,0,0,0
2024/12/1 2:25,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-18,-20,-22,-20,-17,-20,-22,-21,-16,-21,-22,24,24,24,24,0,28,28,28,28,27,28,28,28,0,11,30.5,30.6,27.8,26.5,63.2,51.8,11.4,211,211,211,211,25,25,25,25,0,0,0,0,24,24,24,24,0,0,0,0
2024/12/1 2:30,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-18,-21,-23,-21,-16,-20,-22,-21,-15,-21,-22,24,23,23,24,0,28,28,28,28,27,27,28,27,0,10,30.5,30.5,27.6,26.4,62.9,51.5,11.4,211,211,211,211,24,24,24,24,0,0,0,0,24,24,24,24,0,0,0,0
2024/12/1 2:35,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,1,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-17,-21,-23,-21,-16,-20,-22,-21,-15,-21,-22,23,23,23,23,0,27,27,27,28,27,27,27,27,0,10,30.5,30.5,27.4,26.2,63.1,51.6,11.5,211,211,211,211,24,24,24,24,0,0,0,0,23,24,23,24,0,0,0,0
2024/12/1 2:40,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,0,-1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-21,-17,-21,-23,-21,-16,-21,-23,-21,-15,-22,-23,23,23,23,23,0,27,27,27,27,27,27,27,27,0,10,30.6,30.5,27.2,26,63.2,51.7,11.5,211,211,211,211,24,24,24,24,0,0,0,0,23,23,23,24,0,0,0,0
2024/12/1 2:45,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,0,0,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-17,-22,-23,-21,-16,-21,-23,-22,-15,-22,-23,23,22,22,23,0,27,27,27,27,26,27,27,27,0,10,30.5,30.5,27,25.8,63,51.6,11.4,211,211,211,211,24,23,23,23,0,0,0,0,23,23,23,23,0,0,0,0
2024/12/1 2:50,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,0,0,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-17,-22,-24,-22,-16,-21,-23,-22,-15,-22,-23,22,22,22,22,0,27,27,27,27,26,27,27,26,0,10,30.5,30.5,26.9,25.7,62.7,51.3,11.4,211,211,211,211,23,23,23,23,0,0,0,0,22,23,23,23,0,0,0,0
2024/12/1 2:55,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,0,0,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-16,-22,-24,-22,-16,-22,-23,-22,-15,-23,-23,22,22,22,22,0,26,26,26,27,26,26,26,26,0,10,30.5,30.5,26.8,25.6,62.8,51.5,11.3,211,211,211,211,23,23,23,23,0,0,0,0,22,22,22,23,0,0,0,0
2024/12/1 3:00,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,0,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-16,-22,-24,-22,-15,-22,-23,-22,-15,-23,-24,22,22,22,22,0,26,26,26,26,26,26,26,26,0,10,30.5,30.5,26.7,25.4,63.1,51.7,11.4,211,211,211,211,23,23,23,22,0,0,0,0,22,22,22,22,0,0,0,0
2024/12/1 3:05,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-16,-23,-24,-22,-15,-22,-24,-22,-14,-23,-24,22,21,21,22,0,26,26,26,26,25,26,26,26,0,10,30.5,30.5,26.5,25.3,62.9,51.5,11.4,211,211,211,211,22,22,22,22,0,0,0,0,22,22,22,22,0,0,0,0
2024/12/1 3:10,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-16,-23,-25,-22,-15,-22,-24,-22,-14,-23,-24,21,21,21,21,0,25,26,26,26,25,26,26,26,0,10,30.5,30.4,26.4,25.1,62.7,51.3,11.4,211,211,211,211,22,22,22,22,0,0,0,0,21,22,21,22,0,0,0,0
2024/12/1 3:15,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-15,-23,-25,-22,-15,-23,-24,-22,-14,-24,-24,21,21,21,21,0,25,25,25,26,25,25,26,25,0,10,30.3,30.4,26.2,25,62.8,51.4,11.4,211,211,211,211,22,22,22,22,0,0,0,0,21,21,21,22,0,0,0,0
2024/12/1 3:20,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-15,-23,-25,-22,-15,-23,-24,-23,-14,-24,-24,21,21,20,21,0,25,25,25,25,25,25,25,25,0,10,30.4,30.5,26.1,24.8,63,51.6,11.4,211,211,211,211,22,22,21,21,0,0,0,0,21,21,21,21,0,0,0,0
2024/12/1 3:25,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-15,-23,-25,-22,-15,-23,-25,-23,-14,-24,-25,21,20,20,21,0,25,25,25,25,24,25,25,25,0,10,30.4,30.5,26,24.7,63,51.6,11.4,211,211,211,211,21,21,21,21,0,0,0,0,21,21,21,21,0,0,0,0
2024/12/1 3:30,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-15,-24,-25,-23,-15,-23,-25,-23,-14,-24,-25,20,20,20,20,0,24,24,25,25,24,25,25,25,0,10,30.5,30.5,25.8,24.6,63.1,51.7,11.4,211,211,211,211,21,21,21,21,0,0,0,0,20,21,20,21,0,0,0,0
2024/12/1 3:35,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-22,-15,-24,-25,-23,-15,-24,-25,-23,-14,-24,-25,20,20,20,20,0,24,24,24,25,24,25,25,25,0,10,30.3,30.4,25.7,24.4,62.9,51.4,11.5,211,211,211,211,21,21,21,21,0,0,0,0,20,20,20,21,0,0,0,0
2024/12/1 3:40,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-15,-24,-26,-23,-15,-24,-25,-23,-14,-25,-25,20,20,19,20,0,24,24,24,24,24,24,25,24,0,10,30.3,30.3,25.6,24.4,62.8,51.4,11.4,211,211,211,211,21,20,20,20,0,0,0,0,20,20,20,20,0,0,0,0
2024/12/1 3:45,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,3,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,3,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-15,-24,-25,-23,-15,-24,-15,-23,-14,-25,-15,20,19,19,20,0,23,24,24,24,24,24,24,24,0,10,30.4,30.4,25.4,24.2,62.7,51.3,11.4,211,211,211,211,20,20,20,20,0,0,0,0,19,20,20,20,0,0,0,0
2024/12/1 3:50,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,1,2,2,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-24,-24,-23,-15,-24,-17,-23,-14,-25,-17,19,19,19,19,0,23,23,23,24,23,24,24,24,0,10,30.4,30.4,25.4,24.1,62.8,51.4,11.4,211,211,211,211,20,20,20,20,0,0,0,0,19,20,19,20,0,0,0,0
2024/12/1 3:55,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-25,-23,-23,-15,-24,-18,-23,-14,-25,-18,19,19,19,19,0,23,23,23,23,23,24,24,24,0,10,30.3,30.3,25.2,23.9,63,51.6,11.4,211,211,211,211,20,20,20,20,0,0,0,0,19,19,19,19,0,0,0,0
2024/12/1 4:00,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-25,-22,-23,-15,-25,-19,-23,-14,-25,-19,19,19,19,19,0,23,23,23,23,23,24,24,23,0,10,30.3,30.3,25.1,23.7,63,51.5,11.5,210,210,210,210,19,19,19,19,0,0,0,0,19,19,19,19,0,0,0,0
2024/12/1 4:05,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-25,-22,-23,-15,-25,-20,-23,-14,-26,-20,19,19,19,19,0,22,23,23,23,23,23,24,23,0,10,30.3,30.3,25,23.6,63,51.6,11.4,211,211,211,211,19,19,19,19,0,0,0,0,19,19,19,19,0,0,0,0
2024/12/1 4:10,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-25,-22,-23,-15,-25,-21,-23,-13,-26,-20,19,19,19,19,0,22,22,22,23,22,23,23,23,0,10,30.3,30.4,24.9,23.5,63,51.5,11.5,211,211,211,211,19,19,19,19,0,0,0,0,19,19,19,19,0,0,0,0
2024/12/1 4:15,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-25,-22,-23,-14,-25,-21,-23,-14,-26,-21,19,18,18,19,0,22,22,22,22,22,23,23,23,0,10,30.1,30.4,24.8,23.4,63,51.6,11.4,211,211,211,211,19,19,19,19,0,0,0,0,19,19,19,19,0,0,0,0
2024/12/1 4:20,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,-1,0,-1,0,-1,2,2,1,0,0,0,0,0,623,2865,623,573,554,540,2859,2864,2865,2865,-23,-14,-24,-22,-23,-14,-16,-21,-23,-13,-17,-21,18,18,18,19,0,22,22,22,22,22,23,23,23,0,10,30.1,30.2,24.6,23.2,62.4,51.1,11.3,211,211,211,211,19,19,19,19,0,0,0,0,18,19,18,19,0,0,0,0
